"punt_global","cole_depto_ubicacion"
"186","ANTIOQUIA"
"186","ANTIOQUIA"
"292","BOLIVAR"
"292","BOLIVAR"
"249","MAGDALENA"
"249","MAGDALENA"
"309","CORDOBA"
"309","CORDOBA"
"188","CASANARE"
"188","CASANARE"
"272","BOLIVAR"
"272","BOLIVAR"
"310","NORTE SANTANDER"
"310","NORTE SANTANDER"
"235","MAGDALENA"
"235","MAGDALENA"
"235","SANTANDER"
"235","SANTANDER"
"171","MAGDALENA"
"171","MAGDALENA"
"200","BOYACA"
"200","BOYACA"
"264","ANTIOQUIA"
"264","ANTIOQUIA"
"144","CALDAS"
"144","CALDAS"
"276","SANTANDER"
"276","SANTANDER"
"273","SUCRE"
"273","SUCRE"
"212","BOLIVAR"
"212","BOLIVAR"
"229","ANTIOQUIA"
"229","ANTIOQUIA"
"200","CAUCA"
"200","CAUCA"
"219","ANTIOQUIA"
"219","ANTIOQUIA"
"176","CHOCO"
"176","CHOCO"
"234","SANTANDER"
"234","SANTANDER"
"247","VALLE"
"247","VALLE"
"230","ANTIOQUIA"
"230","ANTIOQUIA"
"203","SUCRE"
"203","SUCRE"
"331","CUNDINAMARCA"
"331","CUNDINAMARCA"
"238","BOGOTÁ"
"238","BOGOTÁ"
"242","AMAZONAS"
"242","AMAZONAS"
"275","ANTIOQUIA"
"275","ANTIOQUIA"
"192","ANTIOQUIA"
"192","ANTIOQUIA"
"275","VALLE"
"275","VALLE"
"229","NORTE SANTANDER"
"229","NORTE SANTANDER"
"211","NARIÑO"
"211","NARIÑO"
"321","RISARALDA"
"321","RISARALDA"
"245","NARIÑO"
"245","NARIÑO"
"317","BOYACA"
"317","BOYACA"
"319","BOGOTÁ"
"319","BOGOTÁ"
"270","CUNDINAMARCA"
"270","CUNDINAMARCA"
"285","BOLIVAR"
"285","BOLIVAR"
"290","RISARALDA"
"290","RISARALDA"
"220","CESAR"
"220","CESAR"
"248","BOLIVAR"
"248","BOLIVAR"
"252","SANTANDER"
"252","SANTANDER"
"263","CAUCA"
"263","CAUCA"
"273","CALDAS"
"273","CALDAS"
"337","SANTANDER"
"337","SANTANDER"
"233","BOGOTÁ"
"233","BOGOTÁ"
"240","BOGOTÁ"
"240","BOGOTÁ"
"235","CORDOBA"
"235","CORDOBA"
"271","RISARALDA"
"271","RISARALDA"
"325","CORDOBA"
"325","CORDOBA"
"269","VALLE"
"308","CALDAS"
"308","CALDAS"
"245","CESAR"
"245","CESAR"
"340","ANTIOQUIA"
"340","ANTIOQUIA"
"213","CORDOBA"
"213","CORDOBA"
"321","MAGDALENA"
"321","MAGDALENA"
"287","SANTANDER"
"287","SANTANDER"
"244","HUILA"
"244","HUILA"
"304","CUNDINAMARCA"
"304","CUNDINAMARCA"
"258","BOGOTÁ"
"343","BOYACA"
"343","BOYACA"
"227","NARIÑO"
"227","NARIÑO"
"160","META"
"160","META"
"279","HUILA"
"279","HUILA"
"244","BOLIVAR"
"244","BOLIVAR"
"260","NARIÑO"
"260","NARIÑO"
"173","NARIÑO"
"173","NARIÑO"
"243","TOLIMA"
"243","TOLIMA"
"172","BOLIVAR"
"172","BOLIVAR"
"225","SUCRE"
"225","SUCRE"
"225","CALDAS"
"225","CALDAS"
"171","AMAZONAS"
"171","AMAZONAS"
"289","VALLE"
"289","VALLE"
"180","CUNDINAMARCA"
"180","CUNDINAMARCA"
"241","CUNDINAMARCA"
"241","CUNDINAMARCA"
"215","ANTIOQUIA"
"215","ANTIOQUIA"
"234","ANTIOQUIA"
"234","ANTIOQUIA"
"218","ATLANTICO"
"218","ATLANTICO"
"183","CORDOBA"
"183","CORDOBA"
"240","SANTANDER"
"240","SANTANDER"
"302","NORTE SANTANDER"
"302","NORTE SANTANDER"
"268","ANTIOQUIA"
"268","ANTIOQUIA"
"169","NARIÑO"
"169","NARIÑO"
"230","ANTIOQUIA"
"230","ANTIOQUIA"
"250","VALLE"
"250","VALLE"
"272","BOGOTÁ"
"261","CASANARE"
"261","CASANARE"
"212","LA GUAJIRA"
"212","LA GUAJIRA"
"272","CESAR"
"272","CESAR"
"255","VALLE"
"255","VALLE"
"228","VALLE"
"228","VALLE"
"169","PUTUMAYO"
"169","PUTUMAYO"
"292","LA GUAJIRA"
"292","LA GUAJIRA"
"286","RISARALDA"
"286","RISARALDA"
"218","META"
"218","META"
"228","BOGOTÁ"
"228","BOGOTÁ"
"344","NORTE SANTANDER"
"344","NORTE SANTANDER"
"313","BOGOTÁ"
"313","BOGOTÁ"
"238","SUCRE"
"238","SUCRE"
"271","BOLIVAR"
"271","BOLIVAR"
"259","ATLANTICO"
"259","ATLANTICO"
"270","VICHADA"
"270","VICHADA"
"165","ANTIOQUIA"
"165","ANTIOQUIA"
"196","LA GUAJIRA"
"196","LA GUAJIRA"
"230","ATLANTICO"
"230","ATLANTICO"
"202","SANTANDER"
"202","SANTANDER"
"297","PUTUMAYO"
"297","PUTUMAYO"
"209","ATLANTICO"
"209","ATLANTICO"
"211","TOLIMA"
"211","TOLIMA"
"225","BOGOTÁ"
"225","BOGOTÁ"
"233","GUAVIARE"
"233","GUAVIARE"
"304","RISARALDA"
"304","RISARALDA"
"277","CUNDINAMARCA"
"277","CUNDINAMARCA"
"278","SANTANDER"
"278","SANTANDER"
"180","TOLIMA"
"180","TOLIMA"
"246","BOGOTÁ"
"246","BOGOTÁ"
"320","ANTIOQUIA"
"320","ANTIOQUIA"
"288","BOLIVAR"
"288","BOLIVAR"
"315","BOGOTÁ"
"315","BOGOTÁ"
"266","SANTANDER"
"266","SANTANDER"
"273","VALLE"
"273","VALLE"
"295","ARAUCA"
"295","ARAUCA"
"279","HUILA"
"279","HUILA"
"232","ANTIOQUIA"
"232","ANTIOQUIA"
"306","SANTANDER"
"306","SANTANDER"
"205","BOGOTÁ"
"205","BOGOTÁ"
"207","BOGOTÁ"
"207","BOGOTÁ"
"216","CESAR"
"216","CESAR"
"268","SUCRE"
"268","SUCRE"
"216","ANTIOQUIA"
"216","ANTIOQUIA"
"315","VALLE"
"315","VALLE"
"251","BOGOTÁ"
"251","BOGOTÁ"
"304","VALLE"
"272","CESAR"
"272","CESAR"
"230","VALLE"
"230","VALLE"
"229","VALLE"
"229","VALLE"
"317","BOLIVAR"
"317","BOLIVAR"
"295","TOLIMA"
"295","TOLIMA"
"292","CUNDINAMARCA"
"292","CUNDINAMARCA"
"296","TOLIMA"
"296","TOLIMA"
"197","NARIÑO"
"197","NARIÑO"
"275","ATLANTICO"
"275","ATLANTICO"
"220","MAGDALENA"
"220","MAGDALENA"
"172","VALLE"
"172","VALLE"
"210","VALLE"
"210","VALLE"
"218","BOGOTÁ"
"218","BOGOTÁ"
"150","ATLANTICO"
"150","ATLANTICO"
"266","SUCRE"
"266","SUCRE"
"164","AMAZONAS"
"164","AMAZONAS"
"227","CAUCA"
"227","CAUCA"
"215","ATLANTICO"
"215","ATLANTICO"
"258","ATLANTICO"
"258","ATLANTICO"
"266","NORTE SANTANDER"
"266","NORTE SANTANDER"
"238","VALLE"
"238","VALLE"
"236","CUNDINAMARCA"
"236","CUNDINAMARCA"
"219","VALLE"
"219","VALLE"
"302","NARIÑO"
"302","NARIÑO"
"202","BOGOTÁ"
"202","BOGOTÁ"
"187","SUCRE"
"187","SUCRE"
"238","BOLIVAR"
"238","BOLIVAR"
"278","CASANARE"
"278","CASANARE"
"174","BOGOTÁ"
"174","BOGOTÁ"
"206","VALLE"
"147","BOLIVAR"
"147","BOLIVAR"
"244","ANTIOQUIA"
"284","ANTIOQUIA"
"284","ANTIOQUIA"
"278","TOLIMA"
"278","TOLIMA"
"240","ANTIOQUIA"
"240","ANTIOQUIA"
"201","NARIÑO"
"201","NARIÑO"
"218","VALLE"
"218","VALLE"
"253","MAGDALENA"
"253","MAGDALENA"
"314","RISARALDA"
"314","RISARALDA"
"286","QUINDIO"
"286","QUINDIO"
"179","ATLANTICO"
"179","ATLANTICO"
"272","BOYACA"
"272","BOYACA"
"218","LA GUAJIRA"
"218","LA GUAJIRA"
"200","LA GUAJIRA"
"200","LA GUAJIRA"
"245","VALLE"
"245","VALLE"
"210","LA GUAJIRA"
"210","LA GUAJIRA"
"341","NORTE SANTANDER"
"341","NORTE SANTANDER"
"324","VALLE"
"324","VALLE"
"198","CUNDINAMARCA"
"198","CUNDINAMARCA"
"255","BOYACA"
"255","BOYACA"
"370","SANTANDER"
"370","SANTANDER"
"193","SUCRE"
"193","SUCRE"
"258","TOLIMA"
"258","TOLIMA"
"149","CHOCO"
"149","CHOCO"
"244","MAGDALENA"
"244","MAGDALENA"
"317","ATLANTICO"
"317","ATLANTICO"
"256","BOGOTÁ"
"256","BOGOTÁ"
"203","TOLIMA"
"203","TOLIMA"
"195","BOLIVAR"
"195","BOLIVAR"
"340","TOLIMA"
"340","TOLIMA"
"168","GUAVIARE"
"168","GUAVIARE"
"361","ARAUCA"
"361","ARAUCA"
"207","NARIÑO"
"207","NARIÑO"
"261","ANTIOQUIA"
"261","ANTIOQUIA"
"236","CAUCA"
"236","CAUCA"
"258","BOLIVAR"
"258","BOLIVAR"
"173","CUNDINAMARCA"
"173","CUNDINAMARCA"
"217","BOLIVAR"
"217","BOLIVAR"
"256","CASANARE"
"256","CASANARE"
"185","ANTIOQUIA"
"185","ANTIOQUIA"
"235","BOGOTÁ"
"235","BOGOTÁ"
"249","BOLIVAR"
"249","BOLIVAR"
"228","TOLIMA"
"228","TOLIMA"
"300","CESAR"
"300","CESAR"
"200","GUAVIARE"
"200","GUAVIARE"
"229","RISARALDA"
"229","RISARALDA"
"263","BOGOTÁ"
"285","BOGOTÁ"
"285","BOGOTÁ"
"301","PUTUMAYO"
"301","PUTUMAYO"
"316","NARIÑO"
"316","NARIÑO"
"184","CAUCA"
"184","CAUCA"
"221","BOLIVAR"
"221","BOLIVAR"
"287","VALLE"
"287","VALLE"
"201","NORTE SANTANDER"
"201","NORTE SANTANDER"
"299","CUNDINAMARCA"
"299","CUNDINAMARCA"
"256","VALLE"
"256","VALLE"
"282","BOGOTÁ"
"282","BOGOTÁ"
"342","ATLANTICO"
"342","ATLANTICO"
"198","ATLANTICO"
"198","ATLANTICO"
"264","CUNDINAMARCA"
"264","CUNDINAMARCA"
"308","TOLIMA"
"308","TOLIMA"
"260","QUINDIO"
"260","QUINDIO"
"287","META"
"287","META"
"240","TOLIMA"
"240","TOLIMA"
"282","TOLIMA"
"282","TOLIMA"
"314","META"
"314","META"
"205","VALLE"
"156","MAGDALENA"
"156","MAGDALENA"
"175","ANTIOQUIA"
"175","ANTIOQUIA"
"302","BOLIVAR"
"302","BOLIVAR"
"258","ANTIOQUIA"
"258","ANTIOQUIA"
"170","LA GUAJIRA"
"170","LA GUAJIRA"
"263","META"
"263","META"
"213","CAUCA"
"213","CAUCA"
"218","NARIÑO"
"218","NARIÑO"
"191","ANTIOQUIA"
"191","ANTIOQUIA"
"156","ANTIOQUIA"
"156","ANTIOQUIA"
"210","META"
"210","META"
"172","BOLIVAR"
"172","BOLIVAR"
"237","CUNDINAMARCA"
"237","CUNDINAMARCA"
"188","VALLE"
"188","VALLE"
"188","VALLE"
"188","VALLE"
"298","META"
"298","META"
"257","CESAR"
"257","CESAR"
"193","NARIÑO"
"193","NARIÑO"
"273","CORDOBA"
"273","CORDOBA"
"245","VALLE"
"245","VALLE"
"350","BOGOTÁ"
"350","BOGOTÁ"
"230","ANTIOQUIA"
"230","ANTIOQUIA"
"327","VALLE"
"327","VALLE"
"248","VALLE"
"248","VALLE"
"302","BOGOTÁ"
"302","BOGOTÁ"
"218","ANTIOQUIA"
"218","ANTIOQUIA"
"180","CORDOBA"
"180","CORDOBA"
"266","VALLE"
"266","VALLE"
"189","CORDOBA"
"189","CORDOBA"
"277","CASANARE"
"277","CASANARE"
"235","CORDOBA"
"235","CORDOBA"
"266","VALLE"
"266","VALLE"
"164","BOLIVAR"
"164","BOLIVAR"
"305","BOGOTÁ"
"305","BOGOTÁ"
"262","META"
"262","META"
"255","BOYACA"
"255","BOYACA"
"208","CUNDINAMARCA"
"208","CUNDINAMARCA"
"236","NORTE SANTANDER"
"236","NORTE SANTANDER"
"237","NORTE SANTANDER"
"237","NORTE SANTANDER"
"217","BOLIVAR"
"217","BOLIVAR"
"243","TOLIMA"
"243","TOLIMA"
"251","ANTIOQUIA"
"251","ANTIOQUIA"
"314","SANTANDER"
"314","SANTANDER"
"214","BOGOTÁ"
"214","BOGOTÁ"
"162","CORDOBA"
"162","CORDOBA"
"267","VALLE"
"267","VALLE"
"305","NARIÑO"
"305","NARIÑO"
"305","ANTIOQUIA"
"305","ANTIOQUIA"
"177","ANTIOQUIA"
"177","ANTIOQUIA"
"290","META"
"290","META"
"199","VALLE"
"199","VALLE"
"246","ANTIOQUIA"
"246","ANTIOQUIA"
"237","BOYACA"
"237","BOYACA"
"226","ANTIOQUIA"
"226","ANTIOQUIA"
"250","BOGOTÁ"
"250","BOGOTÁ"
"178","CAUCA"
"178","CAUCA"
"249","BOGOTÁ"
"249","BOGOTÁ"
"248","BOGOTÁ"
"248","BOGOTÁ"
"267","SUCRE"
"267","SUCRE"
"205","HUILA"
"205","HUILA"
"309","ATLANTICO"
"309","ATLANTICO"
"276","BOYACA"
"276","BOYACA"
"203","SUCRE"
"203","SUCRE"
"192","BOGOTÁ"
"192","BOGOTÁ"
"268","CASANARE"
"268","CASANARE"
"215","CAUCA"
"215","CAUCA"
"176","NARIÑO"
"176","NARIÑO"
"218","CAUCA"
"218","CAUCA"
"333","ATLANTICO"
"333","ATLANTICO"
"294","SUCRE"
"294","SUCRE"
"242","BOGOTÁ"
"242","BOGOTÁ"
"231","ANTIOQUIA"
"231","ANTIOQUIA"
"220","ANTIOQUIA"
"220","ANTIOQUIA"
"237","ATLANTICO"
"237","ATLANTICO"
"333","VALLE"
"330","BOLIVAR"
"330","BOLIVAR"
"235","BOGOTÁ"
"235","BOGOTÁ"
"309","BOGOTÁ"
"309","BOGOTÁ"
"259","BOGOTÁ"
"259","BOGOTÁ"
"267","CORDOBA"
"267","CORDOBA"
"218","BOGOTÁ"
"218","BOGOTÁ"
"213","NORTE SANTANDER"
"213","NORTE SANTANDER"
"214","PUTUMAYO"
"214","PUTUMAYO"
"259","NORTE SANTANDER"
"259","NORTE SANTANDER"
"310","ANTIOQUIA"
"310","ANTIOQUIA"
"272","VALLE"
"272","VALLE"
"283","ANTIOQUIA"
"283","ANTIOQUIA"
"242","MAGDALENA"
"242","MAGDALENA"
"223","VALLE"
"223","VALLE"
"235","NARIÑO"
"235","NARIÑO"
"255","CESAR"
"255","CESAR"
"294","BOLIVAR"
"294","BOLIVAR"
"295","BOGOTÁ"
"295","BOGOTÁ"
"245","CUNDINAMARCA"
"245","CUNDINAMARCA"
"203","BOLIVAR"
"203","BOLIVAR"
"164","CAUCA"
"164","CAUCA"
"240","BOGOTÁ"
"240","BOGOTÁ"
"188","BOLIVAR"
"188","BOLIVAR"
"291","VALLE"
"303","CORDOBA"
"303","CORDOBA"
"235","SANTANDER"
"235","SANTANDER"
"243","NARIÑO"
"243","NARIÑO"
"370","NORTE SANTANDER"
"370","NORTE SANTANDER"
"279","VALLE"
"279","VALLE"
"247","VALLE"
"252","LA GUAJIRA"
"252","LA GUAJIRA"
"262","HUILA"
"262","HUILA"
"262","HUILA"
"262","HUILA"
"259","NARIÑO"
"259","NARIÑO"
"260","CESAR"
"260","CESAR"
"208","VALLE"
"208","VALLE"
"349","ANTIOQUIA"
"349","ANTIOQUIA"
"204","BOLIVAR"
"204","BOLIVAR"
"165","META"
"165","META"
"222","ANTIOQUIA"
"222","ANTIOQUIA"
"266","VALLE"
"266","VALLE"
"276","VALLE"
"250","VALLE"
"250","VALLE"
"319","CESAR"
"319","CESAR"
"253","SUCRE"
"253","SUCRE"
"188","CESAR"
"188","CESAR"
"234","BOGOTÁ"
"234","BOGOTÁ"
"301","MAGDALENA"
"301","MAGDALENA"
"343","NORTE SANTANDER"
"343","NORTE SANTANDER"
"249","META"
"249","META"
"198","ANTIOQUIA"
"198","ANTIOQUIA"
"242","ANTIOQUIA"
"242","ANTIOQUIA"
"239","SANTANDER"
"239","SANTANDER"
"217","RISARALDA"
"217","RISARALDA"
"247","VALLE"
"247","VALLE"
"200","CUNDINAMARCA"
"200","CUNDINAMARCA"
"308","CORDOBA"
"308","CORDOBA"
"192","CESAR"
"192","CESAR"
"297","NARIÑO"
"297","NARIÑO"
"217","BOGOTÁ"
"217","BOGOTÁ"
"236","META"
"236","META"
"254","BOGOTÁ"
"254","BOGOTÁ"
"285","BOGOTÁ"
"285","BOGOTÁ"
"223","VALLE"
"230","SANTANDER"
"230","SANTANDER"
"275","CAUCA"
"275","CAUCA"
"312","NARIÑO"
"312","NARIÑO"
"292","QUINDIO"
"292","QUINDIO"
"341","HUILA"
"341","HUILA"
"234","SUCRE"
"234","SUCRE"
"318","ATLANTICO"
"318","ATLANTICO"
"351","ANTIOQUIA"
"351","ANTIOQUIA"
"221","NARIÑO"
"221","NARIÑO"
"342","CORDOBA"
"342","CORDOBA"
"279","BOGOTÁ"
"279","BOGOTÁ"
"333","SANTANDER"
"333","SANTANDER"
"202","BOLIVAR"
"202","BOLIVAR"
"319","CUNDINAMARCA"
"319","CUNDINAMARCA"
"290","LA GUAJIRA"
"290","LA GUAJIRA"
"205","VALLE"
"205","VALLE"
"163","ATLANTICO"
"163","ATLANTICO"
"239","SUCRE"
"239","SUCRE"
"317","ANTIOQUIA"
"317","ANTIOQUIA"
"322","VALLE"
"322","VALLE"
"262","BOLIVAR"
"262","BOLIVAR"
"202","BOGOTÁ"
"202","BOGOTÁ"
"232","CORDOBA"
"232","CORDOBA"
"297","BOLIVAR"
"297","BOLIVAR"
"237","LA GUAJIRA"
"237","LA GUAJIRA"
"180","BOLIVAR"
"180","BOLIVAR"
"275","BOLIVAR"
"275","BOLIVAR"
"280","CAUCA"
"280","CAUCA"
"229","SANTANDER"
"229","SANTANDER"
"308","HUILA"
"308","HUILA"
"278","SANTANDER"
"278","SANTANDER"
"326","SANTANDER"
"326","SANTANDER"
"221","CUNDINAMARCA"
"221","CUNDINAMARCA"
"167","ANTIOQUIA"
"167","ANTIOQUIA"
"257","VALLE"
"257","VALLE"
"222","META"
"222","META"
"268","BOGOTÁ"
"268","BOGOTÁ"
"217","BOGOTÁ"
"217","BOGOTÁ"
"219","TOLIMA"
"219","TOLIMA"
"225","VALLE"
"225","VALLE"
"291","SANTANDER"
"291","SANTANDER"
"235","BOGOTÁ"
"235","BOGOTÁ"
"234","CESAR"
"234","CESAR"
"260","BOYACA"
"260","BOYACA"
"334","BOLIVAR"
"334","BOLIVAR"
"234","CALDAS"
"234","CALDAS"
"322","NORTE SANTANDER"
"322","NORTE SANTANDER"
"254","BOGOTÁ"
"254","BOGOTÁ"
"160","CHOCO"
"160","CHOCO"
"259","BOGOTÁ"
"259","BOGOTÁ"
"215","PUTUMAYO"
"215","PUTUMAYO"
"204","BOLIVAR"
"204","BOLIVAR"
"295","BOGOTÁ"
"295","BOGOTÁ"
"270","ATLANTICO"
"270","ATLANTICO"
"280","META"
"280","META"
"154","CHOCO"
"154","CHOCO"
"239","CASANARE"
"239","CASANARE"
"261","BOGOTÁ"
"261","BOGOTÁ"
"236","TOLIMA"
"236","TOLIMA"
"296","VALLE"
"296","VALLE"
"158","NARIÑO"
"158","NARIÑO"
"186","SUCRE"
"186","SUCRE"
"272","CUNDINAMARCA"
"272","CUNDINAMARCA"
"250","CAUCA"
"250","CAUCA"
"260","NARIÑO"
"260","NARIÑO"
"262","BOGOTÁ"
"262","BOGOTÁ"
"282","ANTIOQUIA"
"282","ANTIOQUIA"
"223","ANTIOQUIA"
"223","ANTIOQUIA"
"166","SAN ANDRES"
"166","SAN ANDRES"
"345","NARIÑO"
"345","NARIÑO"
"221","CUNDINAMARCA"
"221","CUNDINAMARCA"
"222","CESAR"
"222","CESAR"
"189","CHOCO"
"189","CHOCO"
"240","VALLE"
"240","VALLE"
"216","SUCRE"
"216","SUCRE"
"200","CESAR"
"200","CESAR"
"232","CASANARE"
"232","CASANARE"
"207","BOGOTÁ"
"207","BOGOTÁ"
"218","CUNDINAMARCA"
"218","CUNDINAMARCA"
"295","TOLIMA"
"295","TOLIMA"
"195","ATLANTICO"
"195","ATLANTICO"
"246","CALDAS"
"246","CALDAS"
"257","VALLE"
"257","VALLE"
"232","ATLANTICO"
"232","ATLANTICO"
"192","ARAUCA"
"192","ARAUCA"
"242","BOLIVAR"
"242","BOLIVAR"
"207","SANTANDER"
"207","SANTANDER"
"373","NARIÑO"
"373","NARIÑO"
"230","ANTIOQUIA"
"230","ANTIOQUIA"
"265","HUILA"
"265","HUILA"
"217","TOLIMA"
"217","TOLIMA"
"166","RISARALDA"
"166","RISARALDA"
"325","NARIÑO"
"325","NARIÑO"
"272","BOLIVAR"
"272","BOLIVAR"
"238","ATLANTICO"
"238","ATLANTICO"
"255","BOGOTÁ"
"255","BOGOTÁ"
"253","ARAUCA"
"253","ARAUCA"
"224","CAUCA"
"224","CAUCA"
"260","TOLIMA"
"260","TOLIMA"
"260","NARIÑO"
"260","NARIÑO"
"207","MAGDALENA"
"207","MAGDALENA"
"183","CAUCA"
"183","CAUCA"
"257","SANTANDER"
"257","SANTANDER"
"288","CALDAS"
"288","CALDAS"
"315","BOGOTÁ"
"315","BOGOTÁ"
"260","ANTIOQUIA"
"291","NARIÑO"
"291","NARIÑO"
"346","MAGDALENA"
"267","CASANARE"
"267","CASANARE"
"185","NORTE SANTANDER"
"185","NORTE SANTANDER"
"260","VALLE"
"260","VALLE"
"282","NARIÑO"
"282","NARIÑO"
"251","ATLANTICO"
"251","ATLANTICO"
"212","NARIÑO"
"212","NARIÑO"
"244","ANTIOQUIA"
"244","ANTIOQUIA"
"294","NORTE SANTANDER"
"294","NORTE SANTANDER"
"312","VALLE"
"312","VALLE"
"223","NARIÑO"
"223","NARIÑO"
"164","ANTIOQUIA"
"164","ANTIOQUIA"
"231","BOGOTÁ"
"231","BOGOTÁ"
"263","CAQUETA"
"263","CAQUETA"
"254","VALLE"
"281","TOLIMA"
"281","TOLIMA"
"195","BOYACA"
"195","BOYACA"
"244","BOGOTÁ"
"244","BOGOTÁ"
"161","MAGDALENA"
"161","MAGDALENA"
"188","CUNDINAMARCA"
"188","CUNDINAMARCA"
"195","SANTANDER"
"195","SANTANDER"
"330","VALLE"
"330","VALLE"
"223","CAUCA"
"223","CAUCA"
"330","SUCRE"
"330","SUCRE"
"208","HUILA"
"208","HUILA"
"246","BOGOTÁ"
"246","BOGOTÁ"
"181","ANTIOQUIA"
"181","ANTIOQUIA"
"279","BOGOTÁ"
"279","BOGOTÁ"
"249","BOLIVAR"
"249","BOLIVAR"
"225","VALLE"
"245","RISARALDA"
"245","RISARALDA"
"291","CAUCA"
"291","CAUCA"
"235","BOLIVAR"
"235","BOLIVAR"
"315","CASANARE"
"315","CASANARE"
"278","LA GUAJIRA"
"278","LA GUAJIRA"
"242","BOLIVAR"
"242","BOLIVAR"
"252","NORTE SANTANDER"
"252","NORTE SANTANDER"
"207","BOGOTÁ"
"207","BOGOTÁ"
"325","CUNDINAMARCA"
"325","CUNDINAMARCA"
"190","CHOCO"
"190","CHOCO"
"218","CUNDINAMARCA"
"218","CUNDINAMARCA"
"346","SANTANDER"
"346","SANTANDER"
"293","ANTIOQUIA"
"293","ANTIOQUIA"
"235","BOGOTÁ"
"235","BOGOTÁ"
"280","NARIÑO"
"280","NARIÑO"
"211","BOGOTÁ"
"211","BOGOTÁ"
"268","NARIÑO"
"268","NARIÑO"
"288","QUINDIO"
"288","QUINDIO"
"223","ANTIOQUIA"
"223","ANTIOQUIA"
"196","VALLE"
"323","CUNDINAMARCA"
"323","CUNDINAMARCA"
"232","META"
"232","META"
"256","CORDOBA"
"256","CORDOBA"
"252","BOGOTÁ"
"252","BOGOTÁ"
"293","VALLE"
"328","ANTIOQUIA"
"328","ANTIOQUIA"
"202","MAGDALENA"
"202","MAGDALENA"
"242","ANTIOQUIA"
"242","ANTIOQUIA"
"303","CASANARE"
"303","CASANARE"
"315","CORDOBA"
"315","CORDOBA"
"218","CAUCA"
"218","CAUCA"
"268","NORTE SANTANDER"
"268","NORTE SANTANDER"
"282","SANTANDER"
"282","SANTANDER"
"205","GUAINIA"
"303","VALLE"
"303","VALLE"
"283","VALLE"
"283","VALLE"
"291","BOGOTÁ"
"291","BOGOTÁ"
"330","BOYACA"
"330","BOYACA"
"306","CORDOBA"
"306","CORDOBA"
"290","CORDOBA"
"290","CORDOBA"
"222","MAGDALENA"
"222","MAGDALENA"
"279","SUCRE"
"279","SUCRE"
"333","ANTIOQUIA"
"333","ANTIOQUIA"
"311","CALDAS"
"311","CALDAS"
"273","NORTE SANTANDER"
"273","NORTE SANTANDER"
"290","CAUCA"
"290","CAUCA"
"206","SUCRE"
"206","SUCRE"
"222","CORDOBA"
"222","CORDOBA"
"273","HUILA"
"273","HUILA"
"213","ANTIOQUIA"
"213","ANTIOQUIA"
"235","BOLIVAR"
"235","BOLIVAR"
"299","CALDAS"
"299","CALDAS"
"241","VALLE"
"285","CALDAS"
"285","CALDAS"
"232","TOLIMA"
"232","TOLIMA"
"183","CAUCA"
"183","CAUCA"
"246","BOYACA"
"246","BOYACA"
"253","ANTIOQUIA"
"253","ANTIOQUIA"
"384","CUNDINAMARCA"
"384","CUNDINAMARCA"
"247","SANTANDER"
"247","SANTANDER"
"260","BOGOTÁ"
"260","BOGOTÁ"
"227","CAUCA"
"227","CAUCA"
"226","VALLE"
"226","VALLE"
"295","BOLIVAR"
"295","BOLIVAR"
"212","CAUCA"
"212","CAUCA"
"216","CUNDINAMARCA"
"216","CUNDINAMARCA"
"241","CESAR"
"241","CESAR"
"298","VALLE"
"298","VALLE"
"195","NARIÑO"
"195","NARIÑO"
"242","ANTIOQUIA"
"242","ANTIOQUIA"
"173","RISARALDA"
"173","RISARALDA"
"268","VALLE"
"268","VALLE"
"257","NORTE SANTANDER"
"257","NORTE SANTANDER"
"297","BOLIVAR"
"297","BOLIVAR"
"313","TOLIMA"
"313","TOLIMA"
"262","SUCRE"
"262","SUCRE"
"217","META"
"217","META"
"248","ANTIOQUIA"
"248","ANTIOQUIA"
"235","SANTANDER"
"235","SANTANDER"
"138","GUAVIARE"
"138","GUAVIARE"
"185","ANTIOQUIA"
"185","ANTIOQUIA"
"294","LA GUAJIRA"
"294","LA GUAJIRA"
"284","BOLIVAR"
"284","BOLIVAR"
"198","ANTIOQUIA"
"198","ANTIOQUIA"
"157","BOLIVAR"
"157","BOLIVAR"
"200","TOLIMA"
"200","TOLIMA"
"196","MAGDALENA"
"196","MAGDALENA"
"254","CORDOBA"
"254","CORDOBA"
"265","CUNDINAMARCA"
"265","CUNDINAMARCA"
"249","SUCRE"
"249","SUCRE"
"243","BOLIVAR"
"243","BOLIVAR"
"417","NARIÑO"
"318","VALLE"
"318","VALLE"
"262","BOGOTÁ"
"262","BOGOTÁ"
"241","VALLE"
"241","VALLE"
"195","ATLANTICO"
"195","ATLANTICO"
"258","ANTIOQUIA"
"258","ANTIOQUIA"
"230","CAUCA"
"230","CAUCA"
"219","VALLE"
"219","VALLE"
"202","BOGOTÁ"
"202","BOGOTÁ"
"263","BOGOTÁ"
"263","BOGOTÁ"
"211","CHOCO"
"211","CHOCO"
"255","ANTIOQUIA"
"255","ANTIOQUIA"
"342","CORDOBA"
"342","CORDOBA"
"272","META"
"272","META"
"200","ATLANTICO"
"200","ATLANTICO"
"151","ATLANTICO"
"151","ATLANTICO"
"303","CUNDINAMARCA"
"303","CUNDINAMARCA"
"289","ARAUCA"
"289","ARAUCA"
"236","CAUCA"
"236","CAUCA"
"237","TOLIMA"
"237","TOLIMA"
"231","ANTIOQUIA"
"231","ANTIOQUIA"
