"punt_global","cole_depto_ubicacion"
"242","SANTANDER"
"242","SANTANDER"
"197","BOLIVAR"
"197","BOLIVAR"
"151","SUCRE"
"151","SUCRE"
"156","CAUCA"
"221","NORTE SANTANDER"
"221","NORTE SANTANDER"
"219","NARIÑO"
"219","NARIÑO"
"276","SANTANDER"
"276","SANTANDER"
"258","PUTUMAYO"
"258","PUTUMAYO"
"201","VALLE"
"201","VALLE"
"218","CALDAS"
"218","CALDAS"
"212","NARIÑO"
"212","NARIÑO"
"143","ANTIOQUIA"
"143","ANTIOQUIA"
"263","SUCRE"
"263","SUCRE"
"284","BOGOTÁ"
"284","BOGOTÁ"
"279","CUNDINAMARCA"
"279","CUNDINAMARCA"
"286","BOYACA"
"286","BOYACA"
"264","LA GUAJIRA"
"264","LA GUAJIRA"
"303","NORTE SANTANDER"
"303","NORTE SANTANDER"
"299","VALLE"
"299","VALLE"
"248","NARIÑO"
"248","NARIÑO"
"291","BOYACA"
"291","BOYACA"
"330","ARAUCA"
"330","ARAUCA"
"273","ATLANTICO"
"273","ATLANTICO"
"232","NARIÑO"
"232","NARIÑO"
"320","NORTE SANTANDER"
"320","NORTE SANTANDER"
"298","BOGOTÁ"
"298","BOGOTÁ"
"226","NARIÑO"
"226","NARIÑO"
"272","BOGOTÁ"
"272","BOGOTÁ"
"292","RISARALDA"
"292","RISARALDA"
"293","BOLIVAR"
"293","BOLIVAR"
"215","LA GUAJIRA"
"215","LA GUAJIRA"
"173","MAGDALENA"
"173","MAGDALENA"
"329","VALLE"
"232","BOGOTÁ"
"232","BOGOTÁ"
"221","SUCRE"
"221","SUCRE"
"293","VALLE"
"293","VALLE"
"260","SANTANDER"
"260","SANTANDER"
"215","CALDAS"
"215","CALDAS"
"221","CORDOBA"
"221","CORDOBA"
"228","MAGDALENA"
"228","MAGDALENA"
"249","HUILA"
"249","HUILA"
"177","CORDOBA"
"177","CORDOBA"
"213","PUTUMAYO"
"213","PUTUMAYO"
"175","NARIÑO"
"175","NARIÑO"
"267","SANTANDER"
"267","SANTANDER"
"236","ATLANTICO"
"236","ATLANTICO"
"214","META"
"214","META"
"278","ANTIOQUIA"
"278","ANTIOQUIA"
"312","CUNDINAMARCA"
"312","CUNDINAMARCA"
"229","ANTIOQUIA"
"229","ANTIOQUIA"
"184","NARIÑO"
"184","NARIÑO"
"273","RISARALDA"
"273","RISARALDA"
"255","BOGOTÁ"
"255","BOGOTÁ"
"250","MAGDALENA"
"250","MAGDALENA"
"304","ATLANTICO"
"304","ATLANTICO"
"257","PUTUMAYO"
"257","PUTUMAYO"
"281","CHOCO"
"281","CHOCO"
"309","ANTIOQUIA"
"309","ANTIOQUIA"
"174","ATLANTICO"
"174","ATLANTICO"
"265","MAGDALENA"
"265","MAGDALENA"
"310","SANTANDER"
"310","SANTANDER"
"332","NARIÑO"
"332","NARIÑO"
"236","VALLE"
"227","MAGDALENA"
"227","MAGDALENA"
"203","CALDAS"
"203","CALDAS"
"333","VALLE"
"333","VALLE"
"287","BOGOTÁ"
"287","BOGOTÁ"
"276","BOGOTÁ"
"276","BOGOTÁ"
"266","CORDOBA"
"266","CORDOBA"
"238","VALLE"
"238","VALLE"
"243","CORDOBA"
"243","CORDOBA"
"308","VALLE"
"308","VALLE"
"264","TOLIMA"
"264","TOLIMA"
"274","MAGDALENA"
"274","MAGDALENA"
"351","SANTANDER"
"351","SANTANDER"
"242","BOYACA"
"242","BOYACA"
"204","BOYACA"
"204","BOYACA"
"153","BOLIVAR"
"153","BOLIVAR"
"352","QUINDIO"
"352","QUINDIO"
"292","CESAR"
"292","CESAR"
"286","SANTANDER"
"286","SANTANDER"
"162","CHOCO"
"162","CHOCO"
"220","CAQUETA"
"220","CAQUETA"
"267","CUNDINAMARCA"
"267","CUNDINAMARCA"
"263","SUCRE"
"263","SUCRE"
"218","LA GUAJIRA"
"218","LA GUAJIRA"
"261","VALLE"
"261","VALLE"
"214","CALDAS"
"214","CALDAS"
"189","BOLIVAR"
"189","BOLIVAR"
"167","NARIÑO"
"167","NARIÑO"
"295","SANTANDER"
"295","SANTANDER"
"288","NARIÑO"
"288","NARIÑO"
"239","SUCRE"
"239","SUCRE"
"176","CALDAS"
"176","CALDAS"
"190","ATLANTICO"
"190","ATLANTICO"
"258","CAUCA"
"258","CAUCA"
"204","BOYACA"
"204","BOYACA"
"266","SANTANDER"
"266","SANTANDER"
"218","BOLIVAR"
"218","BOLIVAR"
"279","ATLANTICO"
"279","ATLANTICO"
"189","MAGDALENA"
"189","MAGDALENA"
"325","BOLIVAR"
"325","BOLIVAR"
"253","LA GUAJIRA"
"253","LA GUAJIRA"
"182","CORDOBA"
"182","CORDOBA"
"285","VALLE"
"285","VALLE"
"295","CUNDINAMARCA"
"295","CUNDINAMARCA"
"284","CESAR"
"284","CESAR"
"322","VALLE"
"322","VALLE"
"220","NORTE SANTANDER"
"220","NORTE SANTANDER"
"247","CUNDINAMARCA"
"247","CUNDINAMARCA"
"181","CORDOBA"
"181","CORDOBA"
"265","SUCRE"
"265","SUCRE"
"318","ANTIOQUIA"
"318","ANTIOQUIA"
"203","CORDOBA"
"203","CORDOBA"
"301","TOLIMA"
"301","TOLIMA"
"313","SANTANDER"
"313","SANTANDER"
"300","BOGOTÁ"
"300","BOGOTÁ"
"317","ATLANTICO"
"317","ATLANTICO"
"227","VALLE"
"227","VALLE"
"158","CALDAS"
"158","CALDAS"
"319","CUNDINAMARCA"
"319","CUNDINAMARCA"
"339","BOGOTÁ"
"339","BOGOTÁ"
"307","HUILA"
"307","HUILA"
"216","BOGOTÁ"
"216","BOGOTÁ"
"263","ANTIOQUIA"
"263","ANTIOQUIA"
"202","MAGDALENA"
"202","MAGDALENA"
"251","BOGOTÁ"
"251","BOGOTÁ"
"258","META"
"258","META"
"246","VALLE"
"246","VALLE"
"242","MAGDALENA"
"242","MAGDALENA"
"365","QUINDIO"
"365","QUINDIO"
"286","CESAR"
"286","CESAR"
"204","BOGOTÁ"
"204","BOGOTÁ"
"277","CALDAS"
"277","CALDAS"
"249","BOGOTÁ"
"249","BOGOTÁ"
"319","VALLE"
"287","VALLE"
"287","VALLE"
"318","VALLE"
"308","BOYACA"
"308","BOYACA"
"311","BOGOTÁ"
"311","BOGOTÁ"
"207","ATLANTICO"
"207","ATLANTICO"
"172","ANTIOQUIA"
"172","ANTIOQUIA"
"295","HUILA"
"295","HUILA"
"283","NORTE SANTANDER"
"283","NORTE SANTANDER"
"195","CALDAS"
"195","CALDAS"
"324","ANTIOQUIA"
"324","ANTIOQUIA"
"320","BOYACA"
"320","BOYACA"
"213","BOGOTÁ"
"213","BOGOTÁ"
"198","PUTUMAYO"
"198","PUTUMAYO"
"306","ANTIOQUIA"
"306","ANTIOQUIA"
"230","CAUCA"
"230","CAUCA"
"281","CAQUETA"
"281","CAQUETA"
"265","ATLANTICO"
"265","ATLANTICO"
"257","ANTIOQUIA"
"257","ANTIOQUIA"
"325","TOLIMA"
"325","TOLIMA"
"192","VALLE"
"192","VALLE"
"243","META"
"243","META"
"253","BOLIVAR"
"253","BOLIVAR"
"264","SANTANDER"
"264","SANTANDER"
"162","ATLANTICO"
"162","ATLANTICO"
"155","CUNDINAMARCA"
"155","CUNDINAMARCA"
"194","ATLANTICO"
"194","ATLANTICO"
"219","TOLIMA"
"219","TOLIMA"
"192","SANTANDER"
"192","SANTANDER"
"316","NORTE SANTANDER"
"316","NORTE SANTANDER"
"272","CALDAS"
"272","CALDAS"
"328","VALLE"
"328","VALLE"
"253","HUILA"
"253","HUILA"
"281","BOLIVAR"
"281","BOLIVAR"
"247","VALLE"
"247","VALLE"
"212","RISARALDA"
"212","RISARALDA"
"223","CORDOBA"
"223","CORDOBA"
"284","NORTE SANTANDER"
"284","NORTE SANTANDER"
"351","NARIÑO"
"351","NARIÑO"
"299","BOGOTÁ"
"299","BOGOTÁ"
"265","ATLANTICO"
"265","ATLANTICO"
"218","ANTIOQUIA"
"218","ANTIOQUIA"
"295","VALLE"
"295","VALLE"
"252","RISARALDA"
"252","RISARALDA"
"170","CAUCA"
"170","CAUCA"
"220","META"
"220","META"
"275","CASANARE"
"275","CASANARE"
"312","BOGOTÁ"
"312","BOGOTÁ"
"249","BOGOTÁ"
"249","BOGOTÁ"
"225","VALLE"
"225","VALLE"
"285","ANTIOQUIA"
"285","ANTIOQUIA"
"308","SANTANDER"
"308","SANTANDER"
"305","SANTANDER"
"305","SANTANDER"
"221","CORDOBA"
"221","CORDOBA"
"293","CORDOBA"
"293","CORDOBA"
"338","RISARALDA"
"338","RISARALDA"
"277","BOGOTÁ"
"242","BOGOTÁ"
"242","BOGOTÁ"
"268","TOLIMA"
"268","TOLIMA"
"192","ATLANTICO"
"192","ATLANTICO"
"248","ATLANTICO"
"248","ATLANTICO"
"253","BOGOTÁ"
"253","BOGOTÁ"
"207","VALLE"
"207","VALLE"
"200","NARIÑO"
"200","NARIÑO"
"175","CAQUETA"
"175","CAQUETA"
"227","VALLE"
"227","VALLE"
"207","LA GUAJIRA"
"207","LA GUAJIRA"
"205","SANTANDER"
"205","SANTANDER"
"273","VALLE"
"273","VALLE"
"327","NARIÑO"
"327","NARIÑO"
"317","VALLE"
"262","CESAR"
"262","CESAR"
"328","BOYACA"
"328","BOYACA"
"323","ANTIOQUIA"
"323","ANTIOQUIA"
"235","NARIÑO"
"262","VALLE"
"262","VALLE"
"218","ARAUCA"
"218","ARAUCA"
"253","ANTIOQUIA"
"253","ANTIOQUIA"
"238","TOLIMA"
"238","TOLIMA"
"292","ANTIOQUIA"
"292","ANTIOQUIA"
"181","CAUCA"
"181","CAUCA"
"324","BOGOTÁ"
"324","BOGOTÁ"
"249","SANTANDER"
"249","SANTANDER"
"245","SANTANDER"
"245","SANTANDER"
"316","CESAR"
"316","CESAR"
"297","VALLE"
"268","BOGOTÁ"
"268","BOGOTÁ"
"288","CAUCA"
"288","CAUCA"
"306","QUINDIO"
"306","QUINDIO"
"233","CESAR"
"233","CESAR"
"266","BOGOTÁ"
"266","BOGOTÁ"
"221","CESAR"
"221","CESAR"
"353","BOLIVAR"
"353","BOLIVAR"
"283","TOLIMA"
"283","TOLIMA"
"338","BOLIVAR"
"338","BOLIVAR"
"325","SANTANDER"
"325","SANTANDER"
"207","BOGOTÁ"
"207","BOGOTÁ"
"181","VALLE"
"181","VALLE"
"255","CORDOBA"
"255","CORDOBA"
"250","QUINDIO"
"250","QUINDIO"
"302","VALLE"
"302","VALLE"
"255","NORTE SANTANDER"
"255","NORTE SANTANDER"
"275","BOGOTÁ"
"275","BOGOTÁ"
"223","NARIÑO"
"223","NARIÑO"
"215","BOGOTÁ"
"215","BOGOTÁ"
"218","META"
"218","META"
"203","LA GUAJIRA"
"203","LA GUAJIRA"
"222","VALLE"
"222","VALLE"
"338","NARIÑO"
"338","NARIÑO"
"279","NARIÑO"
"173","BOLIVAR"
"173","BOLIVAR"
"158","NARIÑO"
"158","NARIÑO"
"175","CAUCA"
"175","CAUCA"
"210","LA GUAJIRA"
"210","LA GUAJIRA"
"289","CAUCA"
"247","ANTIOQUIA"
"247","ANTIOQUIA"
"217","TOLIMA"
"217","TOLIMA"
"221","META"
"221","META"
"287","LA GUAJIRA"
"287","LA GUAJIRA"
"275","NARIÑO"
"275","NARIÑO"
"383","ANTIOQUIA"
"383","ANTIOQUIA"
"259","CORDOBA"
"259","CORDOBA"
"259","CORDOBA"
"259","CORDOBA"
"213","NORTE SANTANDER"
"213","NORTE SANTANDER"
"235","SANTANDER"
"235","SANTANDER"
"275","BOGOTÁ"
"275","BOGOTÁ"
"193","MAGDALENA"
"193","MAGDALENA"
"263","BOLIVAR"
"263","BOLIVAR"
"205","CESAR"
"205","CESAR"
"321","VALLE"
"202","CORDOBA"
"202","CORDOBA"
"211","ANTIOQUIA"
"211","ANTIOQUIA"
"326","BOGOTÁ"
"326","BOGOTÁ"
"194","GUAVIARE"
"194","GUAVIARE"
"267","SUCRE"
"267","SUCRE"
"192","CESAR"
"192","CESAR"
"223","CORDOBA"
"223","CORDOBA"
"248","VALLE"
"248","VALLE"
"336","TOLIMA"
"336","TOLIMA"
"350","ANTIOQUIA"
"350","ANTIOQUIA"
"293","TOLIMA"
"293","TOLIMA"
"291","SANTANDER"
"291","SANTANDER"
"224","ANTIOQUIA"
"224","ANTIOQUIA"
"263","VALLE"
"263","VALLE"
"243","CAUCA"
"243","CAUCA"
"202","ATLANTICO"
"202","ATLANTICO"
"293","CORDOBA"
"293","CORDOBA"
"254","VALLE"
"254","VALLE"
"255","NORTE SANTANDER"
"255","NORTE SANTANDER"
"264","NORTE SANTANDER"
"264","NORTE SANTANDER"
"210","PUTUMAYO"
"210","PUTUMAYO"
"230","NARIÑO"
"230","NARIÑO"
"203","VALLE"
"203","VALLE"
"226","SUCRE"
"226","SUCRE"
"222","ATLANTICO"
"222","ATLANTICO"
"257","TOLIMA"
"257","TOLIMA"
"249","BOGOTÁ"
"249","BOGOTÁ"
"215","ANTIOQUIA"
"215","ANTIOQUIA"
"300","CUNDINAMARCA"
"300","CUNDINAMARCA"
"224","VALLE"
"224","VALLE"
"213","BOYACA"
"213","BOYACA"
"232","LA GUAJIRA"
"232","LA GUAJIRA"
"258","SANTANDER"
"258","SANTANDER"
"187","CAUCA"
"187","CAUCA"
"301","BOGOTÁ"
"301","BOGOTÁ"
"259","BOYACA"
"259","BOYACA"
"186","ANTIOQUIA"
"186","ANTIOQUIA"
"233","BOLIVAR"
"233","BOLIVAR"
"245","MAGDALENA"
"245","MAGDALENA"
"265","SANTANDER"
"265","SANTANDER"
"241","NORTE SANTANDER"
"241","NORTE SANTANDER"
"314","ANTIOQUIA"
"314","ANTIOQUIA"
"227","MAGDALENA"
"227","MAGDALENA"
"180","BOYACA"
"180","BOYACA"
"280","ANTIOQUIA"
"280","ANTIOQUIA"
"268","BOGOTÁ"
"268","BOGOTÁ"
"218","META"
"218","META"
"272","NARIÑO"
"272","NARIÑO"
"263","BOGOTÁ"
"263","BOGOTÁ"
"203","ATLANTICO"
"203","ATLANTICO"
"225","BOYACA"
"225","BOYACA"
"285","VALLE"
"285","VALLE"
"228","BOYACA"
"228","BOYACA"
"284","ANTIOQUIA"
"284","ANTIOQUIA"
"275","ANTIOQUIA"
"275","ANTIOQUIA"
"210","META"
"210","META"
"269","CUNDINAMARCA"
"269","CUNDINAMARCA"
"259","META"
"259","META"
"203","BOGOTÁ"
"203","BOGOTÁ"
"220","VALLE"
"220","VALLE"
"308","VALLE"
"291","BOGOTÁ"
"291","BOGOTÁ"
"249","ATLANTICO"
"249","ATLANTICO"
"238","BOYACA"
"238","BOYACA"
"287","ANTIOQUIA"
"287","ANTIOQUIA"
"257","CORDOBA"
"257","CORDOBA"
"209","LA GUAJIRA"
"209","LA GUAJIRA"
"344","VALLE"
"344","VALLE"
"237","META"
"237","META"
"245","BOGOTÁ"
"245","BOGOTÁ"
"152","BOLIVAR"
"152","BOLIVAR"
"293","NARIÑO"
"293","NARIÑO"
"273","BOGOTÁ"
"273","BOGOTÁ"
"211","MAGDALENA"
"211","MAGDALENA"
"261","BOGOTÁ"
"261","BOGOTÁ"
"275","CUNDINAMARCA"
"275","CUNDINAMARCA"
"254","SANTANDER"
"254","SANTANDER"
"235","META"
"235","META"
"202","ATLANTICO"
"202","ATLANTICO"
"291","CESAR"
"291","CESAR"
"307","SANTANDER"
"307","SANTANDER"
"165","VALLE"
"165","VALLE"
"231","TOLIMA"
"231","TOLIMA"
"215","TOLIMA"
"215","TOLIMA"
"200","NARIÑO"
"200","NARIÑO"
"269","BOLIVAR"
"269","BOLIVAR"
"257","NORTE SANTANDER"
"257","NORTE SANTANDER"
"176","ATLANTICO"
"176","ATLANTICO"
"302","BOYACA"
"302","BOYACA"
"213","ANTIOQUIA"
"213","ANTIOQUIA"
"342","CUNDINAMARCA"
"342","CUNDINAMARCA"
"239","CUNDINAMARCA"
"239","CUNDINAMARCA"
"315","CALDAS"
"315","CALDAS"
"178","ANTIOQUIA"
"178","ANTIOQUIA"
"197","VALLE"
"197","VALLE"
"313","NARIÑO"
"313","NARIÑO"
"193","CORDOBA"
"193","CORDOBA"
"272","META"
"272","META"
"264","SANTANDER"
"264","SANTANDER"
"201","SANTANDER"
"201","SANTANDER"
"204","CESAR"
"204","CESAR"
"225","NARIÑO"
"225","NARIÑO"
"216","BOLIVAR"
"216","BOLIVAR"
"355","TOLIMA"
"355","TOLIMA"
"190","CAUCA"
"190","CAUCA"
"245","VALLE"
"245","VALLE"
"224","HUILA"
"224","HUILA"
"241","BOYACA"
"241","BOYACA"
"248","CHOCO"
"248","CHOCO"
"204","CASANARE"
"204","CASANARE"
"355","SANTANDER"
"355","SANTANDER"
"284","ANTIOQUIA"
"284","ANTIOQUIA"
"241","ANTIOQUIA"
"241","ANTIOQUIA"
"178","CESAR"
"178","CESAR"
"267","META"
"267","META"
"303","BOLIVAR"
"303","BOLIVAR"
"275","HUILA"
"275","HUILA"
"275","SANTANDER"
"275","SANTANDER"
"226","VALLE"
"226","VALLE"
"280","CORDOBA"
"280","CORDOBA"
"293","BOLIVAR"
"293","BOLIVAR"
"199","BOLIVAR"
"199","BOLIVAR"
"250","BOGOTÁ"
"250","BOGOTÁ"
"190","CASANARE"
"190","CASANARE"
"340","VALLE"
"340","VALLE"
"283","ANTIOQUIA"
"283","ANTIOQUIA"
"254","SANTANDER"
"254","SANTANDER"
"288","BOLIVAR"
"288","BOLIVAR"
"336","VALLE"
"336","VALLE"
"257","NARIÑO"
"320","VALLE"
"320","VALLE"
"298","TOLIMA"
"298","TOLIMA"
"206","SUCRE"
"206","SUCRE"
"219","VALLE"
"219","VALLE"
"274","RISARALDA"
"274","RISARALDA"
"240","CORDOBA"
"240","CORDOBA"
"215","LA GUAJIRA"
"215","LA GUAJIRA"
"225","BOGOTÁ"
"225","BOGOTÁ"
"202","TOLIMA"
"202","TOLIMA"
"205","BOGOTÁ"
"205","BOGOTÁ"
"211","CAQUETA"
"211","CAQUETA"
"272","VALLE"
"194","CORDOBA"
"194","CORDOBA"
"210","ANTIOQUIA"
"210","ANTIOQUIA"
"300","META"
"300","META"
"302","SANTANDER"
"302","SANTANDER"
"161","CESAR"
"161","CESAR"
"208","LA GUAJIRA"
"208","LA GUAJIRA"
"331","VALLE"
"331","VALLE"
"183","CUNDINAMARCA"
"183","CUNDINAMARCA"
"217","CAUCA"
"217","CAUCA"
"228","CESAR"
"228","CESAR"
"257","ANTIOQUIA"
"257","ANTIOQUIA"
"261","NORTE SANTANDER"
"261","NORTE SANTANDER"
"281","BOLIVAR"
"281","BOLIVAR"
"254","BOLIVAR"
"254","BOLIVAR"
"307","BOGOTÁ"
"307","BOGOTÁ"
"299","NARIÑO"
"299","NARIÑO"
"232","NARIÑO"
"232","NARIÑO"
"250","CAUCA"
"250","CAUCA"
"255","BOGOTÁ"
"243","CUNDINAMARCA"
"243","CUNDINAMARCA"
"260","BOLIVAR"
"260","BOLIVAR"
"269","ANTIOQUIA"
"269","ANTIOQUIA"
"298","TOLIMA"
"298","TOLIMA"
"264","NORTE SANTANDER"
"264","NORTE SANTANDER"
"181","TOLIMA"
"181","TOLIMA"
"269","BOGOTÁ"
"269","BOGOTÁ"
"250","ANTIOQUIA"
"250","ANTIOQUIA"
"179","ATLANTICO"
"179","ATLANTICO"
"168","CORDOBA"
"168","CORDOBA"
"252","NARIÑO"
"287","SANTANDER"
"287","SANTANDER"
"333","ANTIOQUIA"
"333","ANTIOQUIA"
"193","CAUCA"
"193","CAUCA"
"262","MAGDALENA"
"262","MAGDALENA"
"182","BOLIVAR"
"182","BOLIVAR"
"276","CUNDINAMARCA"
"276","CUNDINAMARCA"
"218","VALLE"
"218","VALLE"
"199","VALLE"
"199","VALLE"
"176","BOLIVAR"
"176","BOLIVAR"
"345","ANTIOQUIA"
"345","ANTIOQUIA"
"210","VICHADA"
"210","VICHADA"
"222","VALLE"
"222","VALLE"
"301","VALLE"
"301","VALLE"
"242","CESAR"
"242","CESAR"
"212","SANTANDER"
"212","SANTANDER"
"291","CORDOBA"
"291","CORDOBA"
"276","ANTIOQUIA"
"276","ANTIOQUIA"
"239","CALDAS"
"239","CALDAS"
"207","BOLIVAR"
"207","BOLIVAR"
"139","CHOCO"
"139","CHOCO"
"393","NORTE SANTANDER"
"393","NORTE SANTANDER"
"195","VALLE"
"195","VALLE"
"289","VALLE"
"285","BOGOTÁ"
"188","CUNDINAMARCA"
"188","CUNDINAMARCA"
"223","CUNDINAMARCA"
"223","CUNDINAMARCA"
"295","BOGOTÁ"
"295","BOGOTÁ"
"288","ATLANTICO"
"288","ATLANTICO"
"247","VALLE"
"247","VALLE"
"267","ANTIOQUIA"
"267","ANTIOQUIA"
"329","SUCRE"
"329","SUCRE"
"265","CORDOBA"
"265","CORDOBA"
"227","ANTIOQUIA"
"227","ANTIOQUIA"
"228","META"
"228","META"
"308","RISARALDA"
"308","RISARALDA"
"330","CAUCA"
"259","CAQUETA"
"259","CAQUETA"
"299","NARIÑO"
"299","NARIÑO"
"222","CORDOBA"
"222","CORDOBA"
"197","ATLANTICO"
"197","ATLANTICO"
"214","VALLE"
"214","VALLE"
"238","BOGOTÁ"
"238","BOGOTÁ"
"199","PUTUMAYO"
"199","PUTUMAYO"
"241","BOGOTÁ"
"241","BOGOTÁ"
"267","ANTIOQUIA"
"267","ANTIOQUIA"
"195","ANTIOQUIA"
"195","ANTIOQUIA"
"210","NARIÑO"
"210","NARIÑO"
"324","ANTIOQUIA"
"324","ANTIOQUIA"
"205","HUILA"
"205","HUILA"
"200","RISARALDA"
"200","RISARALDA"
"333","VALLE"
"333","VALLE"
"257","NORTE SANTANDER"
"257","NORTE SANTANDER"
"155","MAGDALENA"
"155","MAGDALENA"
"237","VALLE"
"237","VALLE"
"237","VALLE"
"237","VALLE"
"240","SUCRE"
"240","SUCRE"
"142","LA GUAJIRA"
"142","LA GUAJIRA"
"262","SANTANDER"
"262","SANTANDER"
"200","CUNDINAMARCA"
"200","CUNDINAMARCA"
"257","BOGOTÁ"
"257","BOGOTÁ"
"235","BOGOTÁ"
"235","BOGOTÁ"
"303","RISARALDA"
"303","RISARALDA"
"181","BOYACA"
"181","BOYACA"
"285","NARIÑO"
"285","NARIÑO"
"232","VALLE"
"232","VALLE"
"290","BOGOTÁ"
"290","BOGOTÁ"
"299","BOGOTÁ"
"299","BOGOTÁ"
"237","META"
"237","META"
"311","VALLE"
"311","VALLE"
"165","SANTANDER"
"165","SANTANDER"
"330","ANTIOQUIA"
"330","ANTIOQUIA"
"366","BOGOTÁ"
"366","BOGOTÁ"
"261","ARAUCA"
"261","ARAUCA"
"287","ANTIOQUIA"
"287","ANTIOQUIA"
"250","RISARALDA"
"250","RISARALDA"
"342","NARIÑO"
"342","NARIÑO"
"258","BOGOTÁ"
"258","BOGOTÁ"
"172","ATLANTICO"
"172","ATLANTICO"
"337","VALLE"
"337","VALLE"
"213","NORTE SANTANDER"
"213","NORTE SANTANDER"
"213","NORTE SANTANDER"
"213","NORTE SANTANDER"
"296","VALLE"
"296","VALLE"
"348","ANTIOQUIA"
"348","ANTIOQUIA"
"236","BOLIVAR"
"236","BOLIVAR"
"337","CUNDINAMARCA"
"337","CUNDINAMARCA"
"262","GUAVIARE"
"262","GUAVIARE"
"251","BOGOTÁ"
"251","BOGOTÁ"
"195","CAQUETA"
"195","CAQUETA"
"315","QUINDIO"
"315","QUINDIO"
"202","BOLIVAR"
"202","BOLIVAR"
"196","PUTUMAYO"
"196","PUTUMAYO"
"279","BOGOTÁ"
"279","BOGOTÁ"
"233","BOLIVAR"
"233","BOLIVAR"
"177","ATLANTICO"
"177","ATLANTICO"
"208","BOGOTÁ"
"208","BOGOTÁ"
"265","CAUCA"
"265","CAUCA"
"161","NARIÑO"
"161","NARIÑO"
"275","VALLE"
"275","VALLE"
"250","META"
"250","META"
"241","ANTIOQUIA"
"187","RISARALDA"
"187","RISARALDA"
"168","ATLANTICO"
"168","ATLANTICO"
"175","CAUCA"
"175","CAUCA"
"154","ANTIOQUIA"
"154","ANTIOQUIA"
"180","CHOCO"
"180","CHOCO"
"185","ATLANTICO"
"185","ATLANTICO"
"255","BOGOTÁ"
"280","VALLE"
"331","BOGOTÁ"
"331","BOGOTÁ"
"272","TOLIMA"
"272","TOLIMA"
"313","BOYACA"
"313","BOYACA"
"289","VALLE"
"285","VALLE"
"229","CALDAS"
"229","CALDAS"
"344","NARIÑO"
"344","NARIÑO"
"300","BOLIVAR"
"300","BOLIVAR"
"248","CUNDINAMARCA"
"248","CUNDINAMARCA"
"246","BOGOTÁ"
"246","BOGOTÁ"
"254","ATLANTICO"
"254","ATLANTICO"
"168","ANTIOQUIA"
"168","ANTIOQUIA"
"270","VALLE"
"270","VALLE"
"265","ANTIOQUIA"
"265","ANTIOQUIA"
"326","MAGDALENA"
"326","MAGDALENA"
"289","CUNDINAMARCA"
"289","CUNDINAMARCA"
"345","BOGOTÁ"
"238","NORTE SANTANDER"
"238","NORTE SANTANDER"
"238","ATLANTICO"
"238","ATLANTICO"
"334","NORTE SANTANDER"
"334","NORTE SANTANDER"
"221","HUILA"
"221","HUILA"
"220","VALLE"
"220","VALLE"
"211","CAUCA"
"211","CAUCA"
"248","CORDOBA"
"248","CORDOBA"
"234","BOLIVAR"
"234","BOLIVAR"
"195","ANTIOQUIA"
"195","ANTIOQUIA"
"348","CORDOBA"
"348","CORDOBA"
"254","NORTE SANTANDER"
"254","NORTE SANTANDER"
"279","CUNDINAMARCA"
"279","CUNDINAMARCA"
"282","SUCRE"
"282","SUCRE"
"176","NARIÑO"
"176","NARIÑO"
"269","NORTE SANTANDER"
"269","NORTE SANTANDER"
"205","SUCRE"
"205","SUCRE"
"229","TOLIMA"
"229","TOLIMA"
"208","BOGOTÁ"
"208","BOGOTÁ"
"230","ANTIOQUIA"
"230","ANTIOQUIA"
"303","VAUPES"
"303","VAUPES"
"234","BOGOTÁ"
"234","BOGOTÁ"
"310","MAGDALENA"
"310","MAGDALENA"
"291","VALLE"
"291","VALLE"
"358","VALLE"
"183","ANTIOQUIA"
"183","ANTIOQUIA"
"246","NORTE SANTANDER"
"246","NORTE SANTANDER"
"285","ATLANTICO"
"285","ATLANTICO"
"203","BOLIVAR"
"203","BOLIVAR"
"220","CALDAS"
"220","CALDAS"
"296","NARIÑO"
"247","TOLIMA"
"247","TOLIMA"
"206","NORTE SANTANDER"
"206","NORTE SANTANDER"
"229","BOGOTÁ"
"229","BOGOTÁ"
"158","LA GUAJIRA"
"158","LA GUAJIRA"
"367","ANTIOQUIA"
"367","ANTIOQUIA"
"280","VALLE"
"280","VALLE"
"231","CUNDINAMARCA"
"231","CUNDINAMARCA"
"236","ANTIOQUIA"
"236","ANTIOQUIA"
"304","CASANARE"
"304","CASANARE"
"228","NORTE SANTANDER"
"228","NORTE SANTANDER"
"242","CORDOBA"
"242","CORDOBA"
"260","BOGOTÁ"
"260","BOGOTÁ"
"200","ATLANTICO"
"200","ATLANTICO"
"207","VALLE"
"207","VALLE"
"229","CESAR"
"229","CESAR"
"315","NORTE SANTANDER"
"315","NORTE SANTANDER"
"253","META"
"253","META"
"203","CAUCA"
"203","CAUCA"
"305","ANTIOQUIA"
"305","ANTIOQUIA"
"197","MAGDALENA"
"197","MAGDALENA"
"196","VALLE"
"196","VALLE"
"207","VALLE"
"207","VALLE"
"252","CUNDINAMARCA"
"252","CUNDINAMARCA"
"219","RISARALDA"
"219","RISARALDA"
"223","MAGDALENA"
"223","MAGDALENA"
"156","NARIÑO"
"156","NARIÑO"
"292","NARIÑO"
"292","NARIÑO"
"303","VALLE"
"303","VALLE"
"222","SANTANDER"
"222","SANTANDER"
"341","BOGOTÁ"
"341","BOGOTÁ"
"267","MAGDALENA"
"267","MAGDALENA"
