"inglés","ciencias","lectura","matemáticas","sociales","estu_genero"
"46.1124104111656","45.64617125612976","50.36665409279517","46.2440588457186","43.506601282534895","F"
"47.615112682280156","47.064074237737515","50.65576668139638","49.94697304463102","44.09279717189571","M"
